Sample,Model,Profile,Total_Pairs,Both_Pass_a,Broke_It_b,Fluke_Recovery_c,Both_Fail_d,Discordant_Pairs,Baseline_Acc,Exp_Acc,Risk_Diff,Risk_Diff_CI_Low,Risk_Diff_CI_High,Odds_Ratio,OR_CI_Low,OR_CI_High,Test_Used,Statistic,P_Value,Holm_Threshold,Significant,Power_Limit
uniform,9router_cx_gpt-5.4,elder_zoom_heavy,112,56,13,20,23,33,61.6%,67.9%,-0.0625,-0.1602,0.0371,0.650,0.297,1.373,"Asymptotic (Edwards' correction, n=33)",1.0909,0.296270,0.000893,No,none
uniform,9router_cx_gpt-5.4,elder_combo_max,91,55,8,14,14,22,69.2%,75.8%,-0.0659,-0.1651,0.0344,0.571,0.208,1.460,Exact Binomial (n=22),,0.286279,0.000877,No,none
uniform,9router_cx_gpt-5.4,elder_combo_mid,100,52,15,15,18,30,67.0%,67.0%,0.0000,-0.1061,0.1061,1.000,0.456,2.195,"Asymptotic (Edwards' correction, n=30)",0.0333,0.855132,0.001613,No,none
uniform,9router_cx_gpt-5.4,colorblind_deuteranomaly,117,54,16,12,35,28,59.8%,56.4%,0.0342,-0.0535,0.1209,1.333,0.592,3.088,"Asymptotic (Edwards' correction, n=28)",0.3214,0.570750,0.001282,No,none
uniform,9router_cx_gpt-5.5,elder_text_heavy,109,106,2,0,1,2,99.1%,97.2%,0.0183,-0.0157,0.0647,inf,0.188,inf,Exact Binomial (n=2),,0.500000,0.001064,No,ceiling
uniform,9router_cx_gpt-5.5,elder_zoom_heavy,112,107,4,1,0,5,99.1%,96.4%,0.0268,-0.0190,0.0800,4.000,0.396,196.990,Exact Binomial (n=5),,0.375000,0.000943,No,ceiling
uniform,9router_cx_gpt-5.5,elder_combo_max,91,88,3,0,0,3,100.0%,96.7%,0.0330,-0.0130,0.0925,inf,0.413,inf,Exact Binomial (n=3),,0.250000,0.000862,No,ceiling
uniform,9router_cx_gpt-5.5,elder_combo_mid,100,96,4,0,0,4,100.0%,96.0%,0.0400,-0.0043,0.0984,inf,0.660,inf,Exact Binomial (n=4),,0.125000,0.000794,No,ceiling
uniform,9router_cx_gpt-5.5,colorblind_deuteranomaly,117,113,2,0,2,2,98.3%,96.6%,0.0171,-0.0150,0.0598,inf,0.188,inf,Exact Binomial (n=2),,0.500000,0.001087,No,ceiling
uniform,9router_cx_gpt-5.6-luna,elder_text_heavy,109,100,5,3,1,8,96.3%,94.5%,0.0183,-0.0386,0.0787,1.667,0.324,10.732,Exact Binomial (n=8),,0.726562,0.001515,No,ceiling
uniform,9router_cx_gpt-5.6-luna,elder_zoom_heavy,112,106,2,4,0,6,96.4%,98.2%,-0.0179,-0.0723,0.0326,0.500,0.045,3.489,Exact Binomial (n=6),,0.687500,0.001429,No,ceiling
uniform,9router_cx_gpt-5.6-luna,elder_combo_max,91,83,6,1,1,7,97.8%,92.3%,0.0549,-0.0042,0.1263,6.000,0.728,275.986,Exact Binomial (n=7),,0.125000,0.000806,No,ceiling
uniform,9router_cx_gpt-5.6-luna,elder_combo_mid,100,89,7,3,1,10,96.0%,92.0%,0.0400,-0.0259,0.1111,2.333,0.533,13.984,Exact Binomial (n=10),,0.343750,0.000909,No,ceiling
uniform,9router_cx_gpt-5.6-luna,colorblind_deuteranomaly,117,112,0,4,1,4,95.7%,99.1%,-0.0342,-0.0849,0.0010,0.000,0.000,1.515,Exact Binomial (n=4),,0.125000,0.000820,No,ceiling
uniform,9router_cx_gpt-5.6-sol,elder_text_heavy,109,107,1,0,1,1,99.1%,98.2%,0.0092,-0.0238,0.0503,inf,0.026,inf,Exact Binomial (n=1),,1.000000,0.003333,No,ceiling
uniform,9router_cx_gpt-5.6-sol,elder_zoom_heavy,112,111,0,0,1,0,99.1%,99.1%,0.0000,-0.0326,0.0326,,,,N/A (no discordant pairs),,1.000000,0.003571,No,ceiling
uniform,9router_cx_gpt-5.6-sol,elder_combo_max,91,88,2,1,0,3,98.9%,97.8%,0.0110,-0.0405,0.0665,2.000,0.104,117.994,Exact Binomial (n=3),,1.000000,0.003846,No,ceiling
uniform,9router_cx_gpt-5.6-sol,elder_combo_mid,100,98,1,0,1,1,99.0%,98.0%,0.0100,-0.0258,0.0546,inf,0.026,inf,Exact Binomial (n=1),,1.000000,0.004167,No,ceiling
uniform,9router_cx_gpt-5.6-sol,colorblind_deuteranomaly,117,115,0,1,1,1,98.3%,99.1%,-0.0085,-0.0470,0.0223,0.000,0.000,39.000,Exact Binomial (n=1),,1.000000,0.004545,No,ceiling
uniform,9router_cx_gpt-5.6-terra,elder_text_heavy,109,107,1,0,1,1,99.1%,98.2%,0.0092,-0.0238,0.0503,inf,0.026,inf,Exact Binomial (n=1),,1.000000,0.005000,No,ceiling
uniform,9router_cx_gpt-5.6-terra,elder_zoom_heavy,112,109,2,0,1,2,99.1%,97.3%,0.0179,-0.0153,0.0631,inf,0.188,inf,Exact Binomial (n=2),,0.500000,0.001111,No,ceiling
uniform,9router_cx_gpt-5.6-terra,elder_combo_max,91,88,2,0,1,2,98.9%,96.7%,0.0220,-0.0184,0.0768,inf,0.188,inf,Exact Binomial (n=2),,0.500000,0.001136,No,ceiling
uniform,9router_cx_gpt-5.6-terra,elder_combo_mid,100,94,5,0,1,5,99.0%,94.0%,0.0500,0.0067,0.1120,inf,0.916,inf,Exact Binomial (n=5),,0.062500,0.000758,No,ceiling
uniform,9router_cx_gpt-5.6-terra,colorblind_deuteranomaly,117,114,1,0,2,1,98.3%,97.4%,0.0085,-0.0224,0.0462,inf,0.026,inf,Exact Binomial (n=1),,1.000000,0.005556,No,ceiling
uniform,anthropic_claude-haiku-4-5,elder_text_heavy,109,88,10,1,10,11,89.9%,81.7%,0.0826,0.0249,0.1477,10.000,1.423,433.977,Exact Binomial (n=11),,0.011719,0.000704,No,none
uniform,anthropic_claude-haiku-4-5,elder_zoom_heavy,112,93,8,8,3,16,90.2%,90.2%,0.0000,-0.0738,0.0738,1.000,0.327,3.057,Exact Binomial (n=16),,1.000000,0.006250,No,none
uniform,anthropic_claude-haiku-4-5,elder_combo_max,91,69,11,2,9,13,87.9%,78.0%,0.0989,0.0235,0.1795,5.500,1.200,51.065,Exact Binomial (n=13),,0.022461,0.000725,No,none
uniform,anthropic_claude-haiku-4-5,elder_combo_mid,100,76,13,4,7,17,89.0%,80.0%,0.0900,0.0102,0.1731,3.250,1.004,13.683,Exact Binomial (n=17),,0.049042,0.000746,No,none
uniform,anthropic_claude-haiku-4-5,colorblind_deuteranomaly,117,101,4,1,11,5,89.7%,87.2%,0.0256,-0.0159,0.0719,4.000,0.396,196.990,Exact Binomial (n=5),,0.375000,0.000962,No,none
uniform,anthropic_claude-opus-5,elder_text_heavy,109,108,1,0,0,1,100.0%,99.1%,0.0092,-0.0257,0.0501,inf,0.026,inf,Exact Binomial (n=1),,1.000000,0.007143,No,ceiling
uniform,anthropic_claude-opus-5,elder_zoom_heavy,112,110,2,0,0,2,100.0%,98.2%,0.0179,-0.0177,0.0628,inf,0.188,inf,Exact Binomial (n=2),,0.500000,0.001163,No,ceiling
uniform,anthropic_claude-opus-5,elder_combo_max,91,89,2,0,0,2,100.0%,97.8%,0.0220,-0.0215,0.0766,inf,0.188,inf,Exact Binomial (n=2),,0.500000,0.001190,No,ceiling
uniform,anthropic_claude-opus-5,elder_combo_mid,100,99,1,0,0,1,100.0%,99.0%,0.0100,-0.0279,0.0545,inf,0.026,inf,Exact Binomial (n=1),,1.000000,0.008333,No,ceiling
uniform,anthropic_claude-opus-5,colorblind_deuteranomaly,117,116,0,0,1,0,99.1%,99.1%,0.0000,-0.0312,0.0312,,,,N/A (no discordant pairs),,1.000000,0.010000,No,ceiling
uniform,anthropic_claude-sonnet-4-6,elder_text_heavy,109,100,5,0,4,5,96.3%,91.7%,0.0459,0.0048,0.1010,inf,0.916,inf,Exact Binomial (n=5),,0.062500,0.000769,No,ceiling
uniform,anthropic_claude-sonnet-4-6,elder_zoom_heavy,112,98,10,2,2,12,96.4%,89.3%,0.0714,0.0113,0.1403,5.000,1.066,46.933,Exact Binomial (n=12),,0.038574,0.000735,No,ceiling
uniform,anthropic_claude-sonnet-4-6,elder_combo_max,91,69,18,1,3,19,95.6%,76.9%,0.1868,0.1025,0.2798,18.000,2.842,749.960,Exact Binomial (n=19),,0.000076,0.000676,Yes,ceiling
uniform,anthropic_claude-sonnet-4-6,elder_combo_mid,100,78,18,0,4,18,96.0%,78.0%,0.1800,0.1081,0.2644,inf,4.397,inf,Exact Binomial (n=18),,0.000008,0.000667,Yes,ceiling
uniform,anthropic_claude-sonnet-4-6,colorblind_deuteranomaly,117,111,1,2,3,3,95.7%,96.6%,-0.0085,-0.0513,0.0304,0.500,0.008,9.605,Exact Binomial (n=3),,1.000000,0.012500,No,ceiling
uniform,anthropic_claude-sonnet-5,elder_text_heavy,109,104,2,2,1,4,97.2%,97.2%,0.0000,-0.0478,0.0478,1.000,0.072,13.796,Exact Binomial (n=4),,1.000000,0.016667,No,ceiling
uniform,anthropic_claude-sonnet-5,elder_zoom_heavy,112,99,10,1,2,11,97.3%,89.3%,0.0804,0.0248,0.1480,10.000,1.423,433.977,Exact Binomial (n=11),,0.011719,0.000714,No,ceiling
uniform,anthropic_claude-sonnet-5,elder_combo_max,91,77,11,1,2,12,96.7%,85.7%,0.1099,0.0395,0.1929,11.000,1.599,473.475,Exact Binomial (n=12),,0.006348,0.000685,No,ceiling
uniform,anthropic_claude-sonnet-5,elder_combo_mid,100,89,8,0,3,8,97.0%,89.0%,0.0800,0.0287,0.1486,inf,1.707,inf,Exact Binomial (n=8),,0.007812,0.000694,No,ceiling
uniform,anthropic_claude-sonnet-5,colorblind_deuteranomaly,117,113,0,2,2,2,96.6%,98.3%,-0.0171,-0.0598,0.0150,0.000,0.000,5.325,Exact Binomial (n=2),,0.500000,0.001220,No,ceiling
uniform,local_ferret-ui-llama8b,elder_text_heavy,109,90,5,2,12,7,87.2%,84.4%,0.0275,-0.0232,0.0817,2.500,0.409,26.253,Exact Binomial (n=7),,0.453125,0.001000,No,none
uniform,local_ferret-ui-llama8b,elder_zoom_heavy,112,94,4,5,9,9,87.5%,88.4%,-0.0089,-0.0668,0.0480,0.800,0.159,3.717,Exact Binomial (n=9),,1.000000,0.025000,No,none
uniform,local_ferret-ui-llama8b,elder_combo_max,91,75,2,8,6,10,84.6%,91.2%,-0.0659,-0.1415,0.0026,0.250,0.026,1.253,Exact Binomial (n=10),,0.109375,0.000781,No,none
uniform,local_ferret-ui-llama8b,elder_combo_mid,100,81,5,4,10,9,86.0%,85.0%,0.0100,-0.0529,0.0738,1.250,0.269,6.300,Exact Binomial (n=9),,1.000000,0.050000,No,none
uniform,local_ferret-ui-llama8b,colorblind_deuteranomaly,117,98,4,2,13,6,87.2%,85.5%,0.0171,-0.0281,0.0647,2.000,0.287,22.110,Exact Binomial (n=6),,0.687500,0.001471,No,none
