Sample,Model,Profile,Total_Pairs,Both_Pass_a,Broke_It_b,Fluke_Recovery_c,Both_Fail_d,Discordant_Pairs,Baseline_Acc,Exp_Acc,Risk_Diff,Risk_Diff_CI_Low,Risk_Diff_CI_High,Odds_Ratio,OR_CI_Low,OR_CI_High,Test_Used,Statistic,P_Value,Holm_Threshold,Significant,Power_Limit
uniform,gemini-3-flash,elder_zoom_heavy,96,95,1,0,0,1,100.0%,99.0%,0.0104,-0.0290,0.0567,inf,0.026,inf,Exact Binomial (n=1),,1.000000,0.001471,No,ceiling
uniform,gemini-3-flash,elder_combo_max,84,84,0,0,0,0,100.0%,100.0%,0.0000,-0.0437,0.0437,,,,N/A (no discordant pairs),,1.000000,0.001515,No,ceiling
uniform,gemini-3-flash,elder_combo_mid,88,87,1,0,0,1,100.0%,98.9%,0.0114,-0.0315,0.0616,inf,0.026,inf,Exact Binomial (n=1),,1.000000,0.001563,No,ceiling
uniform,gemini-3-flash,colorblind_deuteranomaly,100,100,0,0,0,0,100.0%,100.0%,0.0000,-0.0370,0.0370,,,,N/A (no discordant pairs),,1.000000,0.001613,No,ceiling
uniform,gemini-3.5-flash-low,elder_text_heavy,95,94,0,0,1,0,98.9%,98.9%,0.0000,-0.0380,0.0380,,,,N/A (no discordant pairs),,1.000000,0.001667,No,ceiling
uniform,gemini-3.5-flash-low,elder_zoom_heavy,96,95,0,1,0,1,99.0%,100.0%,-0.0104,-0.0567,0.0290,0.000,0.000,39.000,Exact Binomial (n=1),,1.000000,0.001724,No,ceiling
uniform,gemini-3.5-flash-low,elder_combo_max,84,83,0,1,0,1,98.8%,100.0%,-0.0119,-0.0644,0.0329,0.000,0.000,39.000,Exact Binomial (n=1),,1.000000,0.001786,No,ceiling
uniform,gemini-3.5-flash-low,elder_combo_mid,88,87,0,1,0,1,98.9%,100.0%,-0.0114,-0.0616,0.0315,0.000,0.000,39.000,Exact Binomial (n=1),,1.000000,0.001852,No,ceiling
uniform,gemini-3.5-flash-low,colorblind_deuteranomaly,100,99,0,1,0,1,99.0%,100.0%,-0.0100,-0.0545,0.0279,0.000,0.000,39.000,Exact Binomial (n=1),,1.000000,0.001923,No,ceiling
uniform,gemini-pro-agent,elder_text_heavy,95,92,3,0,0,3,100.0%,96.8%,0.0316,-0.0125,0.0888,inf,0.413,inf,Exact Binomial (n=3),,0.250000,0.000704,No,ceiling
uniform,gemini-pro-agent,elder_zoom_heavy,96,94,2,0,0,2,100.0%,97.9%,0.0208,-0.0205,0.0728,inf,0.188,inf,Exact Binomial (n=2),,0.500000,0.000893,No,ceiling
uniform,gemini-pro-agent,elder_combo_max,84,81,3,0,0,3,100.0%,96.4%,0.0357,-0.0139,0.0998,inf,0.413,inf,Exact Binomial (n=3),,0.250000,0.000714,No,ceiling
uniform,gemini-pro-agent,elder_combo_mid,88,87,1,0,0,1,100.0%,98.9%,0.0114,-0.0315,0.0616,inf,0.026,inf,Exact Binomial (n=1),,1.000000,0.002000,No,ceiling
uniform,gemini-pro-agent,colorblind_deuteranomaly,100,98,2,0,0,2,100.0%,98.0%,0.0200,-0.0197,0.0700,inf,0.188,inf,Exact Binomial (n=2),,0.500000,0.000909,No,ceiling
uniform,glm-5v-turbo,elder_text_heavy,95,86,4,4,1,8,94.7%,94.7%,0.0000,-0.0669,0.0669,1.000,0.186,5.369,Exact Binomial (n=8),,1.000000,0.002083,No,none
uniform,glm-5v-turbo,elder_zoom_heavy,96,84,7,3,2,10,94.8%,90.6%,0.0417,-0.0264,0.1151,2.333,0.533,13.984,Exact Binomial (n=10),,0.343750,0.000758,No,none
uniform,glm-5v-turbo,elder_combo_max,84,74,5,4,1,9,94.0%,92.9%,0.0119,-0.0656,0.0909,1.250,0.269,6.300,Exact Binomial (n=9),,1.000000,0.002174,No,none
uniform,glm-5v-turbo,elder_combo_mid,88,81,2,5,0,7,94.3%,97.7%,-0.0341,-0.1060,0.0319,0.400,0.038,2.443,Exact Binomial (n=7),,0.453125,0.000806,No,none
uniform,glm-5v-turbo,colorblind_deuteranomaly,100,89,5,4,2,9,94.0%,93.0%,0.0100,-0.0553,0.0768,1.250,0.269,6.300,Exact Binomial (n=9),,1.000000,0.002273,No,none
uniform,gpt-5.4-mini,elder_text_heavy,95,36,13,4,42,17,51.6%,42.1%,0.0947,0.0119,0.1746,3.250,1.004,13.683,Exact Binomial (n=17),,0.049042,0.000641,No,none
uniform,gpt-5.4-mini,elder_zoom_heavy,96,42,7,6,41,13,51.0%,50.0%,0.0104,-0.0619,0.0824,1.167,0.336,4.202,Exact Binomial (n=13),,1.000000,0.002381,No,none
uniform,gpt-5.4-mini,elder_combo_max,84,43,6,10,25,16,58.3%,63.1%,-0.0476,-0.1381,0.0443,0.600,0.179,1.822,Exact Binomial (n=16),,0.454498,0.000820,No,none
uniform,gpt-5.4-mini,elder_combo_mid,88,39,9,6,34,15,54.5%,51.1%,0.0341,-0.0507,0.1177,1.500,0.477,5.121,Exact Binomial (n=15),,0.607239,0.000980,No,none
uniform,gpt-5.4-mini,colorblind_deuteranomaly,100,40,10,2,48,12,50.0%,42.0%,0.0800,0.0141,0.1439,5.000,1.066,46.933,Exact Binomial (n=12),,0.038574,0.000633,No,none
uniform,gpt-5.4,elder_text_heavy,95,74,8,5,8,13,86.3%,83.2%,0.0316,-0.0451,0.1099,1.600,0.462,6.216,Exact Binomial (n=13),,0.581055,0.000962,No,none
uniform,gpt-5.4,elder_zoom_heavy,96,77,6,12,1,18,86.5%,92.7%,-0.0625,-0.1529,0.0260,0.500,0.154,1.439,Exact Binomial (n=18),,0.237885,0.000676,No,none
uniform,gpt-5.4,elder_combo_max,84,69,7,5,3,12,90.5%,88.1%,0.0238,-0.0614,0.1107,1.400,0.382,5.594,Exact Binomial (n=12),,0.774414,0.001020,No,none
uniform,gpt-5.4,elder_combo_mid,88,70,7,7,4,14,87.5%,87.5%,0.0000,-0.0874,0.0874,1.000,0.299,3.341,Exact Binomial (n=14),,1.000000,0.002500,No,none
uniform,gpt-5.4,colorblind_deuteranomaly,100,80,5,5,10,10,85.0%,85.0%,0.0000,-0.0661,0.0661,1.000,0.230,4.345,Exact Binomial (n=10),,1.000000,0.002632,No,none
uniform,gpt-5.5,elder_text_heavy,95,95,0,0,0,0,100.0%,100.0%,0.0000,-0.0389,0.0389,,,,N/A (no discordant pairs),,1.000000,0.002778,No,ceiling
uniform,gpt-5.5,elder_zoom_heavy,96,95,1,0,0,1,100.0%,99.0%,0.0104,-0.0290,0.0567,inf,0.026,inf,Exact Binomial (n=1),,1.000000,0.002941,No,ceiling
uniform,gpt-5.5,elder_combo_max,84,83,1,0,0,1,100.0%,98.8%,0.0119,-0.0329,0.0644,inf,0.026,inf,Exact Binomial (n=1),,1.000000,0.003125,No,ceiling
uniform,gpt-5.5,elder_combo_mid,88,88,0,0,0,0,100.0%,100.0%,0.0000,-0.0418,0.0418,,,,N/A (no discordant pairs),,1.000000,0.003333,No,ceiling
uniform,gpt-5.5,colorblind_deuteranomaly,100,99,1,0,0,1,100.0%,99.0%,0.0100,-0.0279,0.0545,inf,0.026,inf,Exact Binomial (n=1),,1.000000,0.003571,No,ceiling
uniform,gpt-5.6-luna,elder_text_heavy,95,92,2,0,1,2,98.9%,96.8%,0.0211,-0.0177,0.0738,inf,0.188,inf,Exact Binomial (n=2),,0.500000,0.000926,No,ceiling
uniform,gpt-5.6-luna,elder_zoom_heavy,96,91,4,0,1,4,99.0%,94.8%,0.0417,-0.0010,0.1025,inf,0.660,inf,Exact Binomial (n=4),,0.125000,0.000649,No,ceiling
uniform,gpt-5.6-luna,elder_combo_max,84,79,4,0,1,4,98.8%,94.0%,0.0476,-0.0009,0.1163,inf,0.660,inf,Exact Binomial (n=4),,0.125000,0.000658,No,ceiling
uniform,gpt-5.6-luna,elder_combo_mid,88,84,3,0,1,3,98.9%,95.5%,0.0341,-0.0098,0.0957,inf,0.413,inf,Exact Binomial (n=3),,0.250000,0.000725,No,ceiling
uniform,gpt-5.6-luna,colorblind_deuteranomaly,100,98,1,0,1,1,99.0%,98.0%,0.0100,-0.0258,0.0546,inf,0.026,inf,Exact Binomial (n=1),,1.000000,0.003846,No,ceiling
uniform,gpt-5.6-sol,elder_text_heavy,95,94,0,1,0,1,98.9%,100.0%,-0.0105,-0.0572,0.0293,0.000,0.000,39.000,Exact Binomial (n=1),,1.000000,0.004167,No,ceiling
uniform,gpt-5.6-sol,elder_zoom_heavy,96,95,0,0,1,0,99.0%,99.0%,0.0000,-0.0377,0.0377,,,,N/A (no discordant pairs),,1.000000,0.004545,No,ceiling
uniform,gpt-5.6-sol,elder_combo_max,84,83,0,0,1,0,98.8%,98.8%,0.0000,-0.0427,0.0427,,,,N/A (no discordant pairs),,1.000000,0.005000,No,ceiling
uniform,gpt-5.6-sol,elder_combo_mid,88,87,0,0,1,0,98.9%,98.9%,0.0000,-0.0409,0.0409,,,,N/A (no discordant pairs),,1.000000,0.005556,No,ceiling
uniform,gpt-5.6-sol,colorblind_deuteranomaly,100,99,0,1,0,1,99.0%,100.0%,-0.0100,-0.0545,0.0279,0.000,0.000,39.000,Exact Binomial (n=1),,1.000000,0.006250,No,ceiling
uniform,gpt-5.6-terra,elder_text_heavy,95,93,1,0,1,1,98.9%,97.9%,0.0105,-0.0271,0.0573,inf,0.026,inf,Exact Binomial (n=1),,1.000000,0.007143,No,ceiling
uniform,gpt-5.6-terra,elder_zoom_heavy,96,95,0,1,0,1,99.0%,100.0%,-0.0104,-0.0567,0.0290,0.000,0.000,39.000,Exact Binomial (n=1),,1.000000,0.008333,No,ceiling
uniform,gpt-5.6-terra,elder_combo_max,84,81,2,0,1,2,98.8%,96.4%,0.0238,-0.0198,0.0829,inf,0.188,inf,Exact Binomial (n=2),,0.500000,0.000943,No,ceiling
uniform,gpt-5.6-terra,elder_combo_mid,88,86,1,0,1,1,98.9%,97.7%,0.0114,-0.0290,0.0616,inf,0.026,inf,Exact Binomial (n=1),,1.000000,0.010000,No,ceiling
uniform,gpt-5.6-terra,colorblind_deuteranomaly,100,99,0,0,1,0,99.0%,99.0%,0.0000,-0.0363,0.0363,,,,N/A (no discordant pairs),,1.000000,0.012500,No,ceiling
uniform,qwen3-vl-235b-a22b-instruct,elder_text_heavy,95,89,1,2,3,3,94.7%,95.8%,-0.0105,-0.0622,0.0368,0.500,0.008,9.605,Exact Binomial (n=3),,1.000000,0.016667,No,none
uniform,qwen3-vl-235b-a22b-instruct,elder_zoom_heavy,96,88,3,5,0,8,94.8%,96.9%,-0.0208,-0.0890,0.0442,0.600,0.093,3.084,Exact Binomial (n=8),,0.726562,0.001000,No,none
uniform,qwen3-vl-235b-a22b-instruct,elder_combo_max,84,76,3,4,1,7,94.0%,95.2%,-0.0119,-0.0848,0.0588,0.750,0.110,4.433,Exact Binomial (n=7),,1.000000,0.025000,No,none
uniform,qwen3-vl-235b-a22b-instruct,elder_combo_mid,88,82,1,4,1,5,94.3%,97.7%,-0.0341,-0.1006,0.0221,0.250,0.005,2.526,Exact Binomial (n=5),,0.375000,0.000781,No,none
uniform,qwen3-vl-235b-a22b-instruct,colorblind_deuteranomaly,100,93,2,1,4,3,95.0%,94.0%,0.0100,-0.0348,0.0587,2.000,0.104,117.994,Exact Binomial (n=3),,1.000000,0.050000,No,none
